source_id,label
5278389054445239808,5108
5278422825768073856,-1
5278445163900475520,-1
5278530268667673984,-1
5278562639842077056,6528
5278614145092059264,-1
5278614896718338560,-1
5278633038649539328,-1
5278706705923636480,-1
5278712276504365184,-1
5278747628371498624,-1
5278750656331649664,-1
5793085290813247104,-1
1837118281718288640,-1
2268509641648511872,-1
2269026171595441792,-1
5961460378362535040,-1
5961499960733132544,-1
5961505046081143552,6012
5961516109816634240,3992
5961545345653543680,-1
3829136556120617600,768
3829167063273308800,768
3829174656775417344,768
4658032632764959360,2397
4658035793687586432,3805
4658037065127393408,-1
3841935245130393856,1569
4658041428866989184,-1
4658042940661852160,-1
4658045006439905536,7023
4658046101641163392,6371
4658046994958436352,-1
4658056070277376384,-1
3844280159834814592,768
4658061804122577792,-1
4658062903641057280,-1
4658063182708329728,-1
5952763894230171648,-1
5952876250553481216,-1
5952911568039713920,-1
5983869284311709440,-1
5984111516148973440,-1
5984155805849425280,-1
514616216840428160,489
5862149533165385728,-1
5862222719445545728,-1
2012649270076498048,-1
2012655038215645440,670
5939348168728313984,3675
5939398192173555968,2066
5253743982344691200,3219
5253756386249056768,-1
1936256744066915200,-1
5961167972689646976,-1
5961174917647199232,-1
5939521857200086144,3763
5961206734784666368,-1
5939544122306858368,1944
2035379164719212544,-1
2035410878794613632,3122
4116810545158052480,-1
462353371152093952,482
2035486676342578432,3032
2035547213906515072,-1
462885740937945728,486
2035607794444381056,-1
135390425872020736,810
5334587327143969280,-1
4116886789385453056,4726
5334602685953614080,-1
4116898059317697664,-1
5318669559846317312,2268
4658040020071187072,-1
4658040707276976384,2472
4658040741488695424,4872
4658043043746158848,-1
4658047338595655168,-1
4658050366561967488,6344
4658055000925225088,6483
4658056791794515200,-1
4658061292923841920,-1
4658063006720258048,-1
4658063109799622272,-1
4658064209319304832,6832
4658066240765212416,-1
4658066511385812864,2717
4658068091961626240,2802
4658068504189233280,-1
4658069436238250496,-1
4658070776252168576,2734
4658071837092711552,-1
4658051908549713920,6971
4658051912749858688,6880
4658073731190103936,-1
4658075827094310400,-1
4658078777815068928,2748
4658078919513094656,-1
4658083489359916800,-1
4658083656881259392,-1
4658085168646014080,-1
4658085890267226624,3739
4658088849444858880,-1
4658091284680918144,5731
436332260252212480,-1
4658092934006659712,-1
4658094518840137856,-1
4658097164447289984,2662
4658098848073362816,-1
4658099634129420160,6848
4658101871823100544,-1
4658103035746957824,6726
4658103658532483200,-1
4658111217675073920,-1
4658119494076814976,-1
5952850412023873792,1276
5277480273718785280,-1
5278232232296035200,-1
5278248759335570048,6528
5278254085094591360,6746
5278338369530326144,-1
5278349158488368640,-1
5278398224194494592,3720
5278455815416648960,-1
5278471754035680896,-1
5278486013327278336,-1
5278517727365086080,4340
5278522091049400064,-1
5278546314668293760,5006
5278565075104130688,-1
5278570572644895616,5006
5278584900652389376,-1
5278602217961090944,-1
5278620600424093056,4357
5278624757951972736,5574
5278628468804061696,-1
5278633313527398912,-1
5278706912082156928,2348
5278747868889741696,4100
5792747019186753536,-1
1836789635117478528,-1
